XJD,80,,48,80,84,73,68,76,40,80,50,,""
ABT,53,,73,70,70,73,100,80,60,80,60,,""
AKR,,,80,40,60,40,20,20,20,,""
KAC,,,87,80,87,90,47,87,70,75,80,,""
AJL,74,1,25,53,47,32,20,20,32,20,30,2017-07-14 09:49:35,"A very small airport with ancient equipment(trolleys, luggage belts, etc.) Just one food outlet\/shop withing the terminal building.\r\n\r\nThe viewing gallery upstairs is a great place to spend time before the flight. There are religious symbols all over the place.A cross has been erected right where you get off the aircraft. Probably a first in India!!!"
AKC,,,,,""
ABC,100,,100,92,100,92,100,84,84,100,100,,""
ULH,82,,63,100,95,46,64,50,90,0,93,,""
ALB,81,6,77,81,69,69,66,59,43,40,58,2023-03-20 22:02:40,"The airport was beautiful, there was no lounges but it made up for it with the nice seats by the gate and the restaurants they had."
BYF,,,,,""
ALM,,,,,""
ABY,,,,,""
ELQ,53,,57,70,40,70,23,37,20,40,35,,""
ALS,,,,,""
ACI,83,2,60,90,45,37,70,40,40,50,53,2022-10-28 14:24:30,"The airport is a short walk from the town. The small airport could cope well with the small number of passengers arriving over a longer period of time. There is a small cafe in the terminal, but it was closed at the time that I departed. There is no where nearby for snacks or drinks. The security check was a manual check, but I still had to prepare as if it was a automated scan due to the detector passengers have to pass through. Close to departure time, passengers called through and the safety briefing take place in a cabin outside the main building. From there it is a short walk to the aircraft."
ALL,,,,,""
ADH,,,,,""
AUK,,,,,""
ABX,75,2,81,74,69,76,71,68,72,69,80,2012-12-07 04:47:21,"TRANSIT"
QFA,,,,,""
ALH,81,,67,60,80,60,30,40,20,40,,""
HBE,53,1,48,54,48,41,38,33,37,48,32,2015-03-21 09:30:34,"The airport is actually very modern compared to other airports in Egypt. It is clean and the staff is rather friendly. It has many small cafes throughout the airport and free WiFi. The curved glass terminal is great for watching planes take off. Check-in is rather slow because there are many flights taking off to Saudi carrying people who have never flown before. I would say that it is even better than some airports I have seen in Europe! Unfortunately no lounges :("
ABQ,82,10,84,93,73,88,76,67,61,57,78,2023-06-11 15:02:23,"The airport itself is very easy to navigate and well maintained. The rental car arrangement is a giant pain."
AEX,58,1,60,53,80,60,80,27,20,20,30,2019-12-13 18:30:16,"Security is so terrible even with precheck since they don't offer the real thing and only open security when it's time to board your flight."
ALP,57,,37,33,33,33,27,30,30,53,53,,""
EJH,,,,,""
ALX,,,,,""
ALC,81,59,83,83,83,79,68,77,74,76,69,2023-05-17 06:45:00,"Signage is confusing, eg arrow C18 to B12 (rather than alphabetic), arrow signs technically not pointing right direction in Schengen area. Queue was on the limit at 27 minutes through security. C6 bus to city could be made clearer."
AHO,67,12,72,67,59,46,67,55,39,50,57,2022-05-08 07:56:56,"Quite annoying that there are no phone charger slots in the departure area, and neither are 230V sockets. The toilet has one socket, but who wants to stand in the toilet to charge their phone. I'm completely aware that this is a small provincial airport but in 2022 this is unacceptable. Be prepared with a power bank and a fully charged phone here!"
AXN,,,,,""
AES,74,9,74,82,70,81,73,66,49,66,74,2015-07-27 17:50:14,"Small and easy airport that is easy to navigate. Just renovated and added more facilities as restaurant\/bar, bigger waiting area etc. Clean and nice. Good parking area just outside terminal. Direct flights to Riga, London, Amsterdam, Copenhagen plus more."
QYH,,,,,""
ASP,73,7,79,83,80,69,64,63,60,68,57,2019-08-06 06:08:11,"The AirPort was small and sweet, perfect size for the city of Alice Springs. \r\n\r\nGetting to the airport was no problem. It’s not very far out of the city and if you are driving a rental car the signage is very clear. Check in was a bit slow, had to queue for a while since only one of their check in desks were open. \r\n\r\nSecurity check was quick and smooth, no queueing. Terminal facilities were also good. Plenty of bathrooms. The wifi, however, was slow and really annoying to use, and there weren’t enough restaurants. There was one café but that one was quite crowded. \r\n\r\nOverall it was a good experience."
ALQ,,,40,20,80,40,20,20,50,80,80,,""
ALG,64,18,66,67,57,58,35,47,49,59,61,2023-05-12 22:53:34,"Incredibly there is no internal connection between the International and the Domestic Terminal. Moreover the passengers must collect their luggage at international and chack in again at Domestic terminal, after a half kilometer walk olong the street."
LBI,,,100,100,100,100,100,100,100,100,100,,""
AXD,78,2,74,80,63,83,49,55,49,67,77,2020-03-01 20:57:04,"Very small airport with minimal services. Flights operated all year around to Athens only, in the morning, afternoon and evening. Outside flight time the airport closes and it is not even possible to return rented car.\r\nCheck-in and security checks are pretty fast (mainly due the small amount of passengers). Services are minimal but adequated to the size of the airport. No lounge available."
ALI,,,,,""
ABE,75,2,71,85,80,55,61,49,30,41,45,2015-03-01 21:49:33,"Quaint little airport that misses the hassle of PHL and EWR. Very limited flight and food and retail options but easy in, easy out. Check in is smooth and painless, and you can get through TSA and to your gate in 10-15 minutes or less."
IXD,68,1,85,60,100,60,68,70,100,70,80,2019-05-03 12:24:33,"Getting to the new airport is a bit tricky as google maps shows the location for the old airport. The new one is 7-8 kms from the old one.\r\nSeating capacity is quite alot for the airport in comparison to the flights operating. The major drawback is the food availability. There is only one shop for food available which is also after you go through the security check. Nothing is there around check in. Otherwise the security and check in is quite smooth at the airport."
YLT,95,,100,100,100,100,100,100,100,100,100,,""
LEI,76,8,82,83,73,88,75,73,66,77,79,2022-02-14 10:33:00,"Little airport in the south of Spain that grows considerably in summer season. Great flight offer to UK and some other countries in Europe with airlines like Ryanair, TUI, Transavia, EasyJet, Iberia, Vueling, etc."
AET,,,,,""
QEQ,,,,,""
ARD,65,,60,60,40,50,20,30,30,30,60,,""
AIA,94,,100,93,100,100,40,,""
ALA,68,21,72,57,73,49,71,52,49,65,63,2023-04-30 09:12:55,"The lounge is beyond me: Access is granted with SEN\/HON-status or similar \/ C-class ticket and that's about it. There is a decent selection of drinks for sale in the lounge. Yes: with your business-class ticket \/ SEN\/HON-status you are eligible for buying drinks in the lounge, you otherwise would need to buy outside the lounge. It's small, dark, outdated, food selection is ok-ish."
AAT,82,1,80,80,80,69,80,71,74,80,84,2014-07-16 14:58:54,"very small airport compared to other airports in china. the only flight available is to Urumqi basically. some souvenir shops inside but nothing to buy. for a remote airport it is ok.  i hope it will get better."
YTF,,,,,""
ALF,71,,69,69,70,59,59,56,51,45,59,,""
AFL,68,1,82,87,83,62,42,40,55,48,62,2015-05-14 13:51:43,"Aeroporto Pequeno, cidade pequena mas tudo ajeitadinho ... bom                                                 \r\n\r\n\r\n                                                                                                                                \r\n                                                                                                                                  \r\n"
ATM,66,,72,80,68,44,73,56,54,50,60,,""
GGF,,,,,""
QCA,,,,,""
LTI,,,,,""
APN,,,100,100,90,80,100,100,,""
AOR,81,1,73,82,84,66,80,56,80,62,80,2019-10-13 15:33:33,"Travellers can get there by ktm komuter and stop at Anak Bukit station. Take Grab for only 5 minutes."
AOC,60,,53,47,80,90,40,40,50,0,0,,""
AOO,50,,50,70,80,20,10,0,25,13,0,,""
AVR,,,,,""
ZIS,,,,,""
ABL,,,,,""
AXJ,88,,,,""
AMA,83,1,92,98,84,96,83,76,88,78,75,2013-11-03 05:03:22,"Small and sweet"
ASJ,76,,66,58,67,56,68,56,68,66,36,,""
ALN,,,,,""
YEY,,,,,""
AKP,,,,,""
ATQ,72,4,74,75,72,59,52,53,64,57,64,2021-08-15 16:32:58,"By far the worst airport I have ever been to. Airline staff were nice. Airport staff were rude but also not properly equipped to do their job.\r\n\r\nThere was an employee standing in the only working washroom in the whole terminal. His job was to splash water on your hands from a bucket (using the splash scoop from the toilet stall) because the sink is not working. Concessions do not allow any bottled drinks to be taken for meal coupons, only allowing drinks made with local water.\r\n"
AMQ,78,1,83,86,74,79,89,74,69,73,73,2015-01-17 18:17:55,"airport to small and i believe the word \"
DYR,75,,76,70,75,75,53,58,61,65,62,,""
MRI,,,,,""
AOI,67,5,80,74,77,64,48,58,66,47,68,2015-09-16 16:41:13,"Medium airport. It is the only one in the Marche Region and the biggest in its catchment area.\r\nConnected to Ancona by rail and buses. It is also connected to Rome by rail. The Castelferretti station is in front of the airport."
ADJ,66,,40,60,40,67,60,40,40,30,30,,""
APS,,,100,100,100,100,100,100,100,100,100,,""
AMW,,,100,100,100,100,100,100,100,100,100,,""
AAQ,72,3,71,78,72,78,65,67,69,70,65,2021-06-12 14:41:59,"Приятный аэропорт. Лучше многих русских небольших портов. Но зона после досмотра маленькая и скучная.\r\nНе спешите на посадку, досмотр довольно быстрый, можно зайти за 40 минут до вылета"
TDW,,,,,""
ANC,86,7,86,80,87,74,84,73,70,76,79,2022-04-04 05:27:43,"Good airport to fly in and fly out of.  Even has a place to just watch the planes from a climate controlled space."
AND,,,,,""
AID,,,,,""
AMS,87,486,89,86,82,86,81,82,80,76,77,2023-06-26 21:00:03,"We had to wait for more than 1 HR for our checked luggage to appear on the belt. Several areas are under construction (June 2023). But overall a pleasant airport to fly from and arrive at."
EDF,,,,,""
LEU,83,,92,100,73,84,40,100,85,80,100,,""
NGD,,,,,""
ANX,58,,48,80,20,60,35,20,15,0,35,,""
CRK,62,5,73,56,75,58,70,51,52,66,62,2018-04-29 03:43:34,"Speedy security check and check in for a night departure, although 2 flights to Seoul where scheduled for the same time.\r\nVery few facilities and the lounge is more like a seating hall with better AC and some free food and drinks, but not more. OK for a 30 minutes wait and refreshment but avoid it if you have to wait for longer time."
ANQ,,,,,""
AGH,71,,65,85,57,82,62,50,29,27,53,,""
GDR,,,,,""
AZN,85,,100,100,100,100,,""
VLY,88,,96,92,92,71,46,44,70,57,92,,""
ANI,,,,,""
ANG,87,1,20,20,100,20,20,20,20,2020-05-13 13:21:08,"nul le plus aéroport de France, d’Europe, du monde carrément fuck Angoulême ville de merde. N'y allais jamais"
QQK,,,100,100,100,100,100,100,100,100,100,,""
ASD,43,,100,40,20,100,80,80,100,,""
AJN,,,60,40,40,70,60,100,100,,""
ANE,,,,,""
VBA,,,,,""
QYA,,,,,""
ESB,83,22,77,89,85,80,64,72,75,74,77,2022-07-18 10:59:14,"Not a busy airport. Do not buy the Turkish delights in the Airport Duty-Free. It was super expensive. Supermarkets within the city have the same for a much lower price. Toilets are available closer to the gates."
AYT,77,89,81,76,78,74,49,69,76,65,75,2023-06-06 15:33:30,"Antalya airport is good, but this time we waited our baggage for an hour. But still the airport is good for passengers."
ANP,,,,,""
AAE,66,,57,54,60,90,40,50,45,52,56,,""
NCY,77,,80,67,20,60,30,50,20,60,,""
AQG,62,,20,20,60,20,20,20,20,,""
ASV,60,,100,100,100,100,100,100,100,,""
AVA,70,,73,60,47,47,60,67,53,,""
ARB,,,,,""
ANB,,,,,""
AOG,,,,,""
DIE,45,,40,47,10,20,33,27,40,,""
ANU,71,13,85,79,78,74,61,67,79,86,68,2022-03-16 12:59:04,"Getting to the airport was simple given the number of taxis on the island. I'm not aware of any public transport options, but taxis would be more reliable. Check-in and security were not a problem. Several shops and food and drink outlets are available airside, including Big Banana. Boarding was straightforward, if a bit back to front in my opinion."
AMM,77,32,76,81,79,79,77,73,73,74,75,2023-02-14 18:31:17,"The new terminal in AMM is lovely – airy and easily understandable, although it lacks some of the oriental charm of the old one. Regardless, the check-in experience is fine, as are passport and security checks. Fast Track is available for €6.50, which is a good deal.\r\nThe biggest weakness of this airport is transportation: unless you're very adventurous, an expensive taxi is your only option. This can be frustrating due to long waits at the security checkpoints, and it really detracts from the experience.\r\nFood and beverage options are great, although perhaps a more general convenience store is missing – one where you could get a bottle of water and some packaged snacks for the road."
ANR,75,6,84,92,88,67,68,58,83,80,43,2018-07-09 18:14:32,"Airport without car is only reachable by bus from closest train station and does not offer much to do, so be aware to not arrive well ahead of time. Wifi is strong, security and checkin quite quickly. Boarding may be slow if another aircraft is already boarding."
AOT,80,,100,80,80,80,100,0,0,,""
ANF,69,3,74,77,70,87,53,68,63,64,74,2022-07-23 20:32:36,"Aeroporto conta somente com transfers para o viajante acessar a região de San Pedro do Atacama (principal destinação turística que leva o viajante a utilizar o aeroporto de Calama)."
ANV,,,,,""
APV,80,,,,""
APW,63,,66,73,50,42,73,45,43,69,61,,""
AAF,,,,,""
IUP,,,,,""
KVK,85,1,86,93,73,89,66,59,86,83,66,2017-11-05 20:41:30,"Small regional airport.\r\nWhen leaving, shops on both sides of security.\r\nYou walk to and from the plane across the tarmac so rug up in winter."
AKA,,,100,100,100,100,100,100,100,100,100,,""
APO,,,80,80,60,80,20,60,60,60,80,,""
AJU,68,5,79,77,63,74,46,50,52,61,68,2022-01-14 14:55:15,"It's a simple airport, not many services, just basic restaurants and snacks available. No air conditioning. Usually very calm airport, easy baggage claim, no jetways (must be available on the new terminal, but the building hasn't started yet). It does its job."
APU,,,40,20,20,20,20,20,20,,""
AQJ,64,3,66,70,62,56,68,51,68,46,70,2023-02-28 05:03:29,"The security check must be done twice, when you enter the airport and again when you go to the gate. No further comment."
HTY,74,2,76,75,66,70,37,53,49,65,71,2016-02-21 20:39:07,"New terminal is well equipped and designed for Antakya-Hatay. Well done Turkish government!\r\nTK Business Lounge is easy to access, comfy, with nice amenities, + a good tarmac view.\r\n"
ARW,60,,93,100,90,40,100,80,33,80,33,,""
ATW,89,1,91,94,94,83,82,77,80,85,67,2019-06-06 19:45:52,"Home airport - great airport to travel to\/from for Business.  Now offers valet parking - considering checking this out.  \r\n\r\nCheckin with Delta is always seamless, as is the TSA pre-check line."
ARU,68,,77,86,80,48,27,60,34,66,44,,""
ARX,92,,100,80,100,,""
AUC,64,1,73,60,60,80,33,47,47,50,40,2020-06-11 20:42:11,"El aeropuerto es pequeño, la ciudad es caliente ni hay ventiladores o aire acondicionado. Cafetería y restaurantes deficientes."
AUX,42,,80,47,40,60,40,40,60,,""
AQA,79,,91,100,95,100,100,91,100,94,93,,""
AJK,,,,,""
AAX,88,,,,""
RAE,33,,40,20,40,20,20,20,20,,""
ACV,90,,,,""
YAB,,,100,100,100,60,100,50,100,,""
XAC,93,,,,""
JAW,,,,,""
AMH,55,,60,80,80,30,20,20,30,60,60,,""
ADM,,,,,""
APX,,,40,40,40,40,40,40,40,,""
ADU,83,,77,90,70,60,60,63,70,60,85,,""
ARI,66,2,65,65,66,58,29,42,49,46,47,2023-02-02 01:02:17,"Actualmente, este aeropuerto se encuentra realizando obras, por lo que los tiempos podrían ser mayor."
AMZ,86,,80,100,100,100,100,,""
ARC,,,,,""
GYL,,,,,""
AIR,,,,,""
AXM,73,1,73,56,57,66,31,51,41,33,50,2019-12-31 14:08:31,"Airport staff confused flights AV4803 and AV4830. AV4803 was an earlier flight but was late, and passengers from AV4830, which was on time, where not allowed to enter the boarding area on time."
QCG,,,,,""
ATS,,,,,""
AQP,66,1,75,78,68,80,45,59,61,57,62,2013-11-23 07:31:20,"Great rooftop observation deck for taking photos of planes with the mountains in the background.  Annoying airport tax on departure.  You walk to the plane and board via stairs."
QQW,,,,,""
AQM,,,,,""
ABB,55,,53,60,40,60,20,40,40,20,40,,""
QQG,,,,,""
AJR,63,,50,50,50,50,50,50,40,40,,""
AXR,,,,,""
ARK,55,2,56,53,49,36,30,30,37,27,38,2021-12-26 05:44:48,"Small city. Mostly for Safaris. 1 Supermarket, rough roads. Peaceful once out if town. No need to return."
ARH,68,3,72,79,59,76,51,50,47,50,62,2017-07-27 20:04:54,"Review for the domestic terminal - the \"
ARM,64,,58,65,44,65,40,36,33,40,63,,""
YIE,,,,,""
TNR,55,2,58,66,61,49,36,48,38,49,39,2023-06-16 04:40:30,"Airport workers wants bribe to let you do legal things like leave the airport building after check in your baggage... Other things ok."
AVL,86,3,85,89,76,80,74,63,50,60,73,2022-06-18 22:47:17,"Very aesthetically pleasing airport. Really pretty interior and easy to navigate. In terms of food\/retail there isn't any besides a plethora of vending machines at least airside. Staff was very friendly. Would absolutely fly here again! Also had good Wi-Fi"
ASE,84,2,89,81,69,82,71,63,59,68,78,2014-01-20 19:32:53,"A small gem of an airport - quick and easy check-in, a breeze through security, and prompt departures. Wouldn't fly out of any other regional airport in western Colorado!"
AKJ,83,2,85,91,89,83,84,81,92,70,90,2013-11-30 01:22:37,"34 SP 5"
ASB,63,2,79,80,74,62,25,52,62,55,67,2018-03-02 21:44:42,"There is no WiFi, no Network, no Lounge... Food and retail services are very very expensive price\/performance -0"
ASM,54,1,28,37,33,18,7,16,17,0,33,2019-02-24 17:45:07,"Not the greatest.. very much a third world airport. No toilet paper in the bathroom.. had to borrow paper towels from the pub.. and no Wi-Fi at all."
ASI,75,2,70,40,100,40,20,30,60,60,30,2012-05-27 21:29:01,"If you are passing through this airport you are more than likely in transit to the Falkland Islands or arriving in Ascension. The airport is very basic and the transit lounge is referred to as “the Cage” which is exactly what it is!!"
ATZ,,,0,0,0,0,0,0,0,,""
AST,,,100,100,100,100,100,100,100,,""
JTY,84,,40,40,70,40,10,0,0,0,0,,""
OVD,79,7,72,83,80,68,77,64,80,66,82,2023-06-01 13:34:26,"Asturias Airport is a little airport about 30 minutes - 1 hour away from the big cities. You can get to the airport by bus, which departs every hour. Be punctual, as it leaves exactly on time. \r\n\r\nThe check-in area is small and there aren't long queues. Next to it there is the security checkpoint which you can pass in a matter of seconds.\r\n\r\nThere are 2 shops (one of them a duty free) and 3 cafés, one on the arrival area, one in the departure area and one past the security checks. There is free WiFi, provided by AENA.\r\n\r\nOverall, it is a nice airport without long waiting times and difficult to navigate terminals."
PGU,40,,67,53,80,50,80,40,40,50,67,,""
NQZ,85,,93,89,89,91,86,86,88,93,95,,""
ATC,,,,,""
ASF,68,2,70,64,60,53,37,45,42,44,57,2014-10-02 08:15:36,"Провинциальный аэропорт без изысков, но вполне удобный. Рейсов мало, места для всех много. Еще бы убрать рекламу авто прямо в фойе аэропорта и будет ок."
ATO,,,,,""
MMI,,,100,100,100,,""
ASO,51,,,,""
